"TIME","PARTNER","UNIT","NACE_R2","GEO","Value","Flag and Footnotes"
"2013","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,986",""
"2013","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","709,157",""
"2013","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","341,437",""
"2013","Asia","Number","Hotels and similar accommodation","Croatia","564,186",""
"2013","Asia","Number","Hotels and similar accommodation","Slovenia","288,495",""
"2013","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","10,302",""
"2013","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","2,568",""
"2013","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","64,418,292",""
"2013","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","9,471,571",""
"2013","All countries of the world","Number","Hotels and similar accommodation","Croatia","21,093,536",""
"2013","All countries of the world","Number","Hotels and similar accommodation","Slovenia","6,174,738",""
"2013","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","16,646,362",""
"2013","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,303,825",""
"2014","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","63,608,567",""
"2014","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","8,773,927",""
"2014","Europe","Number","Hotels and similar accommodation","Croatia","19,413,661",""
"2014","Europe","Number","Hotels and similar accommodation","Slovenia","5,670,052",""
"2014","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","16,443,815",""
"2014","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,210,095",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","14,729,249",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","689,059",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Croatia","3,464,937",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Slovenia","396,227",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","5,610,915",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","168,700",""
"2014","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","370,324",""
"2014","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","63,352",""
"2014","Spain","Number","Hotels and similar accommodation","Croatia","216,278",""
"2014","Spain","Number","Hotels and similar accommodation","Slovenia","42,223",""
"2014","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","20,801",""
"2014","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","5,535",""
"2014","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,652,668",""
"2014","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","155,048",""
"2014","France","Number","Hotels and similar accommodation","Croatia","875,152",""
"2014","France","Number","Hotels and similar accommodation","Slovenia","86,628",""
"2014","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","232,104",""
"2014","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","28,874",""
"2014","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","5,052,330",""
"2014","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","281,069",""
"2014","Croatia","Number","Hotels and similar accommodation","Croatia","2,112,138",""
"2014","Croatia","Number","Hotels and similar accommodation","Slovenia","214,373",""
"2014","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","421,172",""
"2014","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,896",""
"2014","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","4,368,897",""
"2014","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","952,710",""
"2014","Italy","Number","Hotels and similar accommodation","Croatia","1,196,738",""
"2014","Italy","Number","Hotels and similar accommodation","Slovenia","786,877",""
"2014","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,275,519",""
"2014","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","62,807",""
"2014","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","5,391,711",""
"2014","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","749,129",""
"2014","Austria","Number","Hotels and similar accommodation","Croatia","2,340,462",""
"2014","Austria","Number","Hotels and similar accommodation","Slovenia","611,894",""
"2014","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,481,224",""
"2014","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","77,489",""
"2014","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","6,229,763",""
"2014","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,465,829",""
"2014","Slovenia","Number","Hotels and similar accommodation","Croatia","1,218,577",""
"2014","Slovenia","Number","Hotels and similar accommodation","Slovenia","1,945,189",""
"2014","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","2,834,685",""
"2014","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","485,545",""
"2014","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","2,098,241",""
"2014","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","232,377",""
"2014","United Kingdom","Number","Hotels and similar accommodation","Croatia","1,261,439",""
"2014","United Kingdom","Number","Hotels and similar accommodation","Slovenia","164,041",""
"2014","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","136,104",""
"2014","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","17,312",""
"2014","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,050,077",""
"2014","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","207,089",""
"2014","America","Number","Hotels and similar accommodation","Croatia","597,996",""
"2014","America","Number","Hotels and similar accommodation","Slovenia","163,031",""
"2014","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","31,199",""
"2014","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,495",""
"2014","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,045,523",""
"2014","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","421,889",""
"2014","Asia","Number","Hotels and similar accommodation","Croatia","802,496",""
"2014","Asia","Number","Hotels and similar accommodation","Slovenia","359,470",""
"2014","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","13,064",""
"2014","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","2,966",""
"2014","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","66,124,991",""
"2014","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","9,470,452",""
"2014","All countries of the world","Number","Hotels and similar accommodation","Croatia","21,004,062",""
"2014","All countries of the world","Number","Hotels and similar accommodation","Slovenia","6,239,202",""
"2014","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","16,518,699",""
"2014","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,218,949",""
"2015","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","68,293,469",""
"2015","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","9,375,623",""
"2015","Europe","Number","Hotels and similar accommodation","Croatia","20,298,117",""
"2015","Europe","Number","Hotels and similar accommodation","Slovenia","5,909,215",""
"2015","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","17,080,443",""
"2015","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,333,053",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","15,754,890",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","754,799",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Croatia","3,662,950",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Slovenia","413,936",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","5,782,794",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","194,407",""
"2015","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","436,596",""
"2015","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","75,544",""
"2015","Spain","Number","Hotels and similar accommodation","Croatia","233,548",""
"2015","Spain","Number","Hotels and similar accommodation","Slovenia","47,442",""
"2015","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","22,172",""
"2015","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","7,226",""
"2015","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,704,424",""
"2015","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","170,880",""
"2015","France","Number","Hotels and similar accommodation","Croatia","832,992",""
"2015","France","Number","Hotels and similar accommodation","Slovenia","88,648",""
"2015","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","236,215",""
"2015","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","35,981",""
"2015","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","5,655,990",""
"2015","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","316,605",""
"2015","Croatia","Number","Hotels and similar accommodation","Croatia","2,305,130",""
"2015","Croatia","Number","Hotels and similar accommodation","Slovenia","244,959",""
"2015","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","479,974",""
"2015","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,923",""
"2015","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","4,729,860",""
"2015","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,041,492",""
"2015","Italy","Number","Hotels and similar accommodation","Croatia","1,290,865",""
"2015","Italy","Number","Hotels and similar accommodation","Slovenia","844,210",""
"2015","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,339,358",""
"2015","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","70,369",""
"2015","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","5,892,717",""
"2015","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","770,630",""
"2015","Austria","Number","Hotels and similar accommodation","Croatia","2,545,331",""
"2015","Austria","Number","Hotels and similar accommodation","Slovenia","621,402",""
"2015","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,577,169",""
"2015","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","80,022",""
"2015","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","6,673,582",""
"2015","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,695,121",""
"2015","Slovenia","Number","Hotels and similar accommodation","Croatia","1,279,652",""
"2015","Slovenia","Number","Hotels and similar accommodation","Slovenia","2,051,804",""
"2015","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","2,984,768",""
"2015","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","540,683",""
"2015","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","2,416,354",""
"2015","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","275,227",""
"2015","United Kingdom","Number","Hotels and similar accommodation","Croatia","1,422,921",""
"2015","United Kingdom","Number","Hotels and similar accommodation","Slovenia","179,347",""
"2015","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","135,439",""
"2015","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","24,336",""
"2015","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,312,596",""
"2015","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","240,078",""
"2015","America","Number","Hotels and similar accommodation","Croatia","713,030",""
"2015","America","Number","Hotels and similar accommodation","Slovenia","183,749",""
"2015","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","33,452",""
"2015","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","4,490",""
"2015","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,255,748",""
"2015","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","529,574",""
"2015","Asia","Number","Hotels and similar accommodation","Croatia","946,362",""
"2015","Asia","Number","Hotels and similar accommodation","Slovenia","446,290",""
"2015","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","14,723",""
"2015","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,968",""
"2015","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","71,339,000",""
"2015","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","10,224,207",""
"2015","All countries of the world","Number","Hotels and similar accommodation","Croatia","22,156,344",""
"2015","All countries of the world","Number","Hotels and similar accommodation","Slovenia","6,592,149",""
"2015","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","17,158,081",""
"2015","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,344,658",""
"2016","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","74,400,286",""
"2016","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","10,079,157",""
"2016","Europe","Number","Hotels and similar accommodation","Croatia","21,367,605",""
"2016","Europe","Number","Hotels and similar accommodation","Slovenia","6,313,763",""
"2016","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","17,396,409",""
"2016","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,383,533",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","17,072,557",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","811,702",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Croatia","3,607,423",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Slovenia","445,190",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","5,811,815",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","206,102",""
"2016","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","482,043",""
"2016","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","94,756",""
"2016","Spain","Number","Hotels and similar accommodation","Croatia","222,758",""
"2016","Spain","Number","Hotels and similar accommodation","Slovenia","58,079",""
"2016","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","22,631",""
"2016","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","8,617",""
"2016","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,880,553",""
"2016","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","190,394",""
"2016","France","Number","Hotels and similar accommodation","Croatia","845,605",""
"2016","France","Number","Hotels and similar accommodation","Slovenia","95,973",""
"2016","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","217,117",""
"2016","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","36,631",""
"2016","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","5,759,532",""
"2016","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","348,666",""
"2016","Croatia","Number","Hotels and similar accommodation","Croatia","2,390,847",""
"2016","Croatia","Number","Hotels and similar accommodation","Slovenia","268,780",""
"2016","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","445,747",""
"2016","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","5,314",""
"2016","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","4,926,460",""
"2016","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,133,147",""
"2016","Italy","Number","Hotels and similar accommodation","Croatia","1,246,528",""
"2016","Italy","Number","Hotels and similar accommodation","Slovenia","901,699",""
"2016","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,316,283",""
"2016","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","77,207",""
"2016","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","6,502,998",""
"2016","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","829,851",""
"2016","Austria","Number","Hotels and similar accommodation","Croatia","2,716,523",""
"2016","Austria","Number","Hotels and similar accommodation","Slovenia","659,636",""
"2016","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,674,601",""
"2016","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","85,192",""
"2016","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","7,135,238",""
"2016","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,805,661",""
"2016","Slovenia","Number","Hotels and similar accommodation","Croatia","1,341,536",""
"2016","Slovenia","Number","Hotels and similar accommodation","Slovenia","2,096,507",""
"2016","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","2,966,978",""
"2016","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","537,602",""
"2016","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","3,024,256",""
"2016","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","313,989",""
"2016","United Kingdom","Number","Hotels and similar accommodation","Croatia","1,711,361",""
"2016","United Kingdom","Number","Hotels and similar accommodation","Slovenia","202,922",""
"2016","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","150,513",""
"2016","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","24,977",""
"2016","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,474,093",""
"2016","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","263,575",""
"2016","America","Number","Hotels and similar accommodation","Croatia","710,356",""
"2016","America","Number","Hotels and similar accommodation","Slovenia","193,629",""
"2016","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","37,973",""
"2016","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","4,901",""
"2016","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,367,861",""
"2016","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","622,646",""
"2016","Asia","Number","Hotels and similar accommodation","Croatia","978,326",""
"2016","Asia","Number","Hotels and similar accommodation","Slovenia","517,768",""
"2016","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","16,592",""
"2016","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","4,667",""
"2016","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","77,824,114",""
"2016","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","11,057,731",""
"2016","All countries of the world","Number","Hotels and similar accommodation","Croatia","23,262,846",""
"2016","All countries of the world","Number","Hotels and similar accommodation","Slovenia","7,081,194",""
"2016","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","17,483,616",""
"2016","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,396,801",""
"2017","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","81,680,487",""
"2017","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","11,333,697",""
"2017","Europe","Number","Hotels and similar accommodation","Croatia","22,089,871",""
"2017","Europe","Number","Hotels and similar accommodation","Slovenia","6,884,181",""
"2017","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","18,982,712",""
"2017","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,674,476",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","19,518,321",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,028,661",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Croatia","3,882,095",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Slovenia","501,520",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","6,706,641",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","301,843",""
"2017","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","533,631",""
"2017","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","123,202",""
"2017","Spain","Number","Hotels and similar accommodation","Croatia","238,463",""
"2017","Spain","Number","Hotels and similar accommodation","Slovenia","69,915",""
"2017","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","27,245",""
"2017","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","13,454",""
"2017","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,967,970",""
"2017","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","221,477",""
"2017","France","Number","Hotels and similar accommodation","Croatia","796,695",""
"2017","France","Number","Hotels and similar accommodation","Slovenia","108,499",""
"2017","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","232,409",""
"2017","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","41,792",""
"2017","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","5,918,043",""
"2017","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","389,653",""
"2017","Croatia","Number","Hotels and similar accommodation","Croatia","2,388,090",""
"2017","Croatia","Number","Hotels and similar accommodation","Slovenia","296,257",""
"2017","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","433,146",""
"2017","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","6,460",""
"2017","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","4,912,895",""
"2017","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,200,039",""
"2017","Italy","Number","Hotels and similar accommodation","Croatia","1,160,031",""
"2017","Italy","Number","Hotels and similar accommodation","Slovenia","922,965",""
"2017","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,291,648",""
"2017","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","88,567",""
"2017","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","6,985,467",""
"2017","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","921,199",""
"2017","Austria","Number","Hotels and similar accommodation","Croatia","2,889,715",""
"2017","Austria","Number","Hotels and similar accommodation","Slovenia","715,175",""
"2017","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,795,694",""
"2017","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","102,057",""
"2017","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","7,132,936",""
"2017","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","3,982,065",""
"2017","Slovenia","Number","Hotels and similar accommodation","Croatia","1,273,457",""
"2017","Slovenia","Number","Hotels and similar accommodation","Slovenia","2,206,260",""
"2017","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","2,939,632",""
